ATH	Low_DS_1	Low_DS_2	Low_DS_3	Medium_DS_1	Medium_DS_2	Medium_DS_3	Elevated_DS_1	Elevated_DS_2	Elevated_DS_3	Low_EI_1	Low_EI_2	Low_EI_3	Medium_EI_1	Medium_EI_2	Medium_EI_3	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Low_LI_1	Low_LI_2	Low_LI_3	Medium_LI_1	Medium_LI_2	Medium_LI_3	Elevated_LI_1	Elevated_LI_2	Elevated_LI_3
AT5G45775.2	183	391	244	461	470	474	608	687	538	1598	1105	1208	660	1885	4202	3367	571	3701	4470	4049	3171	6427	6399	5369	6407	6426	7248
AT5G45780.1	29	126	32	65	84	75	86	109	77	97	72	57	34	96	180	161	32	188	319	305	326	489	496	307	463	365	384
AT5G45790.2	12	66	26	83	85	78	116	119	96	189	124	152	32	165	244	189	43	199	208	248	215	252	297	178	204	162	168
AT5G45800.1	4	183	77	209	190	229	317	320	290	185	208	166	48	282	310	269	73	372	512	476	456	702	726	404	583	332	410
AT5G45810.1	0	0	0	1	0	2	0	1	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AT5G45820.1	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	19
AT5G45830.1	422	2436	1252	561	546	547	165	155	145	537	339	418	33	130	240	53	6	59	123	92	87	43	64	33	12	9	4
AT5G45840.2	10	44	25	19	36	24	18	22	14	65	74	54	3	42	62	34	2	21	83	111	94	68	67	43	28	8	5
AT5G45850.1	0	2	0	0	0	0	0	0	0	4	1	2	1	2	4	3	0	4	20	7	5	19	12	11	7	5	7
AT5G45860.1	168	1274	638	437	369	355	96	106	79	644	436	432	100	360	708	334	46	391	1609	1652	972	444	576	473	98	75	76
AT5G45870.1	108	789	418	438	363	419	173	183	126	360	220	261	48	155	416	128	19	118	263	241	138	98	117	84	22	13	15
AT5G45875.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45880.1	40	138	90	173	168	156	113	107	319	30	16	28	7	17	16	8	2	7	4	4	2	3	7	1	0	0	0
AT5G45890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45900.1	101	330	153	255	268	248	236	279	244	461	295	357	66	359	502	185	48	301	275	252	254	310	349	164	261	113	154
AT5G45910.1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
AT5G45920.1	74	352	162	291	266	270	220	247	203	561	456	472	181	610	1260	847	180	954	740	767	536	1232	1260	876	995	776	884
AT5G45930.1	12	9	3	6	3	9	6	12	6	8	5	2	1	14	26	40	8	63	320	40	18	115	90	66	203	169	189
AT5G45940.1	5	2	1	4	2	2	4	5	5	4	1	3	2	5	4	16	4	11	27	12	10	22	21	10	30	34	31
AT5G45950.1	16	3	0	0	0	1	0	0	1	1	1	0	0	2	0	1	1	10	179	2	1	11	7	10	7	3	9
AT5G45960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0
AT5G45970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AT5G45973.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45980.1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45990.1	0	6	1	2	2	3	3	3	3	7	8	3	2	4	10	7	0	6	7	4	3	4	4	1	3	0	5
AT5G46000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46013.1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
AT5G46020.1	1850	4267	2464	2719	2477	2461	2399	2388	1873	4598	3352	4200	1197	3681	8402	4983	911	4651	6664	5915	4461	6367	7067	5904	6453	6155	7325
AT5G46025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AT5G46030.1	710	2134	1276	1252	1389	1393	1725	1754	1395	2217	1630	2025	479	1603	3838	2000	385	1968	1943	1636	1282	1501	1753	1547	1354	1259	1431
AT5G46040.1	28	203	90	98	93	112	57	64	60	165	93	116	3	40	48	6	1	11	65	92	102	28	65	30	6	4	4
AT5G46050.1	205	1035	486	766	696	719	755	878	677	719	447	578	69	297	564	332	59	327	460	485	478	226	336	242	229	207	171
AT5G46060.1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
AT5G46070.1	409	2171	1274	1402	1359	1227	1537	1551	1284	1385	1050	989	272	1379	1684	1085	234	1249	1323	1043	1368	1462	1666	1010	1047	905	883
AT5G46080.1	14	125	56	94	73	101	94	101	89	120	60	113	19	69	118	44	12	49	76	79	56	66	77	32	30	39	22
AT5G46090.1	10	24	9	33	25	27	35	25	23	74	45	39	23	70	112	72	13	72	120	101	62	105	115	83	93	48	52
AT5G46100.1	4	36	13	33	18	31	34	28	30	93	56	64	22	90	138	89	19	103	101	127	108	154	176	97	122	96	106
AT5G46110.4	15	5	0	0	2	11	1	5	12	10	7	13	0	12	20	11	1	96	1370	7	10	25	9	42	25	81	438
AT5G46115.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
AT5G46130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G46140.1	0	2	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	1	2	0	0	0	0	0	0	0	1
AT5G46150.2	51	145	51	104	108	91	111	117	99	230	159	219	61	223	430	208	45	218	403	331	286	423	404	287	340	222	285
AT5G46160.1	45	166	66	162	149	152	215	188	160	170	100	117	88	253	482	525	86	534	906	851	580	950	1027	824	1006	889	1091
AT5G46170.1	87	736	290	381	325	358	436	444	376	666	408	456	99	472	704	335	54	329	408	417	383	370	507	302	317	202	238
AT5G46180.1	1089	2825	1412	2392	2922	2808	4741	5483	4166	3867	2985	3854	980	4177	8392	4840	939	4669	2661	2797	2842	4865	4829	3650	4415	3596	3892
AT5G46190.1	122	645	257	329	374	390	392	402	372	599	385	476	95	648	722	326	114	514	552	525	531	769	919	470	555	305	401
AT5G46200.1	1	2	0	2	1	1	1	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46210.1	1396	4075	1748	2382	2257	2168	2693	2930	2219	2366	1856	1889	497	2434	3686	1912	550	2381	2532	2433	2249	2716	3148	1939	2302	1371	1678
AT5G46220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
AT5G46230.1	313	2465	1116	1202	997	1205	908	1000	614	1233	905	1140	174	708	1500	902	171	915	515	387	294	264	252	292	238	151	180
AT5G46240.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	1	0	0	0	0	0	5	15
AT5G46250.1	1041	2918	1346	2034	1588	1671	1926	1980	1469	2603	1785	2379	458	1985	3764	1692	362	1809	3244	3261	2440	2522	3030	2140	2121	1400	2037
AT5G46260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	1	0	2	20
AT5G46270.1	0	0	0	0	1	0	0	1	1	2	0	3	0	1	4	0	0	6	24	0	5	1	4	5	1	1	8
AT5G46280.1	2	0	4	1	0	0	0	1	0	2	5	5	0	7	12	18	3	19	139	34	40	120	135	74	168	87	115
AT5G46290.3	18	74	33	37	54	64	44	61	44	108	87	82	37	164	216	253	54	333	886	318	316	597	642	381	658	451	486
AT5G46295.1	3	25	17	20	20	10	14	10	5	44	34	47	12	27	72	33	5	27	59	43	25	19	26	21	19	24	21
AT5G46300.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT5G46310.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46320.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G46330.1	0	1	0	2	0	3	0	0	0	12	5	9	4	7	18	7	5	14	61	9	15	24	19	14	42	23	43
AT5G46340.1	39	116	37	99	98	105	132	140	131	176	168	128	53	258	332	203	49	259	304	246	223	390	431	233	328	166	188
AT5G46350.1	18	151	52	96	86	81	99	91	70	170	105	192	15	76	210	74	23	72	98	101	106	37	89	46	39	37	44
AT5G46360.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46370.1	1	7	2	8	0	3	1	4	1	7	2	3	0	6	8	6	0	0	2	3	1	1	2	1	4	3	0
AT5G46380.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0
AT5G46390.2	25	65	34	50	63	64	79	98	49	96	82	79	23	85	126	125	24	134	192	108	164	128	150	102	112	124	132
AT5G46400.1	27	158	64	137	116	118	178	196	178	140	163	147	34	250	346	160	50	233	334	372	354	471	521	294	372	157	235
AT5G46410.2	215	1195	444	765	707	743	894	914	730	1247	857	1066	197	821	1524	663	136	694	996	980	912	1003	1146	819	813	515	705
AT5G46417.1	0	0	0	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AT5G46420.1	197	627	333	418	494	513	975	1013	760	494	452	463	178	689	1238	952	201	1149	1258	916	896	1448	1490	1061	1583	1298	1559
AT5G46430.1	377	993	550	789	699	635	716	744	579	1639	1104	1408	553	1769	3708	2571	458	2790	2809	2307	1805	3579	3783	2833	3388	3059	3483
AT5G46440.1	0	12	5	2	3	0	4	1	2	0	3	3	2	7	14	5	1	4	8	5	12	15	21	7	21	6	11
AT5G46450.1	6	45	13	27	27	26	33	42	13	35	24	33	8	50	64	60	11	66	125	117	124	146	157	112	115	101	130
AT5G46460.1	8	64	35	52	43	29	45	43	41	52	42	63	17	67	94	106	23	115	102	115	135	182	183	131	180	143	152
AT5G46470.1	34	113	48	76	84	63	69	68	66	198	123	151	44	181	280	87	41	166	330	258	274	412	449	194	246	115	157
AT5G46490.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	5	21
AT5G46500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6
AT5G46510.1	10	90	31	70	74	77	66	56	65	174	170	170	42	283	398	246	56	353	390	413	438	575	712	378	470	261	282
AT5G46520.1	4	21	4	11	18	13	18	18	11	47	58	61	6	90	133	58	25	127	114	99	117	190	185	108	121	59	92
AT5G46530.1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	1	1	0	2	2	2	2
AT5G46540.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46550.1	234	818	427	648	508	501	515	494	362	633	409	483	178	594	932	589	129	709	770	800	586	713	882	590	610	520	498
AT5G46560.1	94	223	100	154	135	179	163	166	136	302	235	297	80	290	556	328	54	308	306	290	230	311	393	235	273	254	247
AT5G46570.1	7	12	4	9	9	12	6	7	7	18	8	14	4	25	32	35	4	36	146	52	48	101	98	56	126	79	80
AT5G46580.1	25	199	131	229	215	215	265	295	231	299	225	224	100	440	742	692	156	870	971	526	457	1151	1140	793	1310	898	1065
AT5G46590.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	5
AT5G46600.1	0	0	0	1	2	2	0	0	2	3	3	2	1	5	4	8	0	6	12	12	6	14	9	6	14	15	12
AT5G46610.1	1	0	3	2	1	4	4	10	8	4	3	2	0	0	0	1	0	1	1	4	0	1	0	1	0	0	0
AT5G46620.1	56	213	144	242	174	189	204	158	132	500	287	399	99	363	682	284	72	321	281	276	214	294	378	226	229	235	223
AT5G46630.2	494	1259	607	754	739	723	855	871	679	1556	1038	1299	290	1045	2094	1068	221	1136	1123	1074	940	1152	1177	829	1042	713	904
AT5G46640.1	44	248	113	194	173	197	245	267	186	172	146	134	70	253	410	276	52	280	487	639	477	665	645	508	671	420	593
AT5G46650.1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	2	3	0	1	2	2	2	5	3	0	4	5	8
AT5G46660.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G46670.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT5G46680.1	5	18	13	29	25	31	34	37	32	60	42	45	15	64	120	100	22	77	113	97	86	128	153	109	101	95	99
AT5G46690.1	1	0	0	2	1	0	2	2	1	1	0	0	0	1	0	5	0	3	81	8	16	35	28	22	44	41	50
AT5G46700.1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	3	86	28	17	16	15	19	75	74	82
AT5G46710.1	2	4	3	2	1	1	1	0	4	24	15	23	5	9	18	17	1	15	34	18	10	12	9	16	25	9	38
AT5G46720.1	1	20	15	28	20	22	22	39	15	64	30	47	9	43	88	61	12	66	17	14	17	32	33	28	38	33	40
AT5G46730.1	2	8	5	10	16	9	61	66	41	8	6	7	1	17	16	25	7	29	38	5	4	4	12	6	14	12	17
AT5G46740.1	15	62	25	44	43	43	29	48	26	114	82	93	21	100	114	88	30	140	150	114	117	167	203	91	150	54	84
AT5G46750.1	382	1178	612	713	640	767	681	784	592	1268	713	1001	233	868	1840	877	195	950	904	743	666	880	779	686	760	629	752
AT5G46760.1	79	621	244	384	392	417	606	597	442	293	207	243	74	321	512	253	52	245	566	489	461	415	513	305	305	223	302
AT5G46770.1	1	1	0	7	8	3	3	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46780.1	1	0	0	2	1	0	0	2	0	14	4	17	1	7	16	5	1	8	16	5	7	3	9	4	8	9	9
AT5G46790.1	2	4	4	4	1	7	12	10	14	17	22	27	13	34	82	56	9	76	82	18	14	90	73	53	57	62	77
AT5G46795.1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46800.1	14	68	28	87	70	67	64	86	72	140	79	105	37	104	236	168	32	156	304	129	103	230	242	170	272	190	255
AT5G46810.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46830.1	0	0	2	2	2	2	4	3	2	0	0	0	0	0	0	2	1	1	8	0	1	0	0	0	0	0	0
AT5G46840.1	659	2977	1523	2044	1977	1815	1786	1900	1478	3652	2758	3501	789	2709	6424	2947	570	2743	5406	5695	3867	4521	4818	4516	4014	3004	4411
AT5G46850.2	15	66	33	59	27	34	59	64	35	165	95	120	39	127	182	147	24	139	195	180	144	176	182	173	183	180	192
AT5G46860.1	484	1509	731	946	716	938	964	991	814	1450	818	1115	258	1034	1798	1024	193	992	1069	1012	728	887	956	696	724	574	662
AT5G46870.1	3	13	8	11	8	10	18	17	9	52	33	36	7	29	48	40	7	47	65	59	55	59	81	44	60	41	65
AT5G46871.1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
AT5G46873.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46874.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
AT5G46877.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46880.1	1	8	1	5	4	0	4	3	11	16	11	9	3	14	12	13	2	12	63	20	26	40	39	21	47	21	21
AT5G46890.1	25	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G46900.1	13	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT5G46910.1	20	102	51	71	58	62	54	74	58	70	52	68	15	49	92	40	8	67	117	87	107	78	90	60	79	43	61
AT5G46915.1	0	4	0	0	2	2	3	3	0	9	7	14	0	2	10	3	1	3	45	51	41	11	46	27	8	4	0
AT5G46920.1	38	307	143	197	190	228	247	235	180	426	279	327	78	387	572	341	67	353	357	318	286	418	443	297	335	235	257
AT5G46930.1	0	2	0	1	1	2	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46940.1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46950.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46960.1	36	2	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	3	0
AT5G46970.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46980.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT5G46990.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47000.1	7	33	18	36	35	22	15	7	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47010.1	509	1908	640	1056	1090	1099	1089	1200	1097	1724	1588	1527	324	1976	2528	1309	449	2130	2137	2104	2190	2701	3004	1625	1990	967	1247
AT5G47020.1	207	1080	329	581	647	570	884	920	775	345	365	331	78	607	802	500	160	730	1307	1237	1383	1368	1608	829	941	501	574
AT5G47030.1	493	2649	1355	1742	1355	1427	1521	1693	1198	2218	1478	1709	569	2143	3372	2100	403	2048	2858	2395	2125	2860	3151	2343	3031	2370	2627
AT5G47040.1	916	3451	1559	2717	2628	2568	4715	5126	4053	2198	1681	1593	433	2012	2824	1796	399	2017	1732	1622	1605	1893	2085	1369	1737	969	1362
AT5G47050.1	2	15	11	41	41	40	97	109	98	111	66	84	26	94	184	101	15	119	82	67	57	66	60	46	92	90	90
AT5G47060.1	129	498	316	425	337	363	320	423	310	1004	752	937	265	916	2050	1111	220	1091	1320	1092	711	1523	1477	1263	1240	1168	1258
AT5G47070.1	93	553	277	397	392	427	371	399	315	609	390	528	92	443	832	442	91	425	584	530	390	402	400	358	324	235	351
AT5G47075.1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT5G47077.1	11	26	8	10	4	8	5	7	6	0	2	2	0	3	8	3	0	1	2	1	2	0	0	0	0	1	0
AT5G47080.1	569	2131	1090	1623	1496	1511	1629	1817	1316	2123	1422	1995	459	1727	3700	1684	364	1803	1477	1451	1125	1785	1957	1473	1542	1147	1505
AT5G47090.1	319	2156	1172	1741	1477	1439	1741	1749	1494	1794	1155	1394	340	1398	2434	1237	227	1098	1113	1051	855	834	1020	771	695	508	610
AT5G47100.1	37	86	55	35	38	46	51	62	49	190	138	168	47	140	256	175	32	134	158	110	103	201	233	158	230	195	196
AT5G47110.1	98	355	176	299	277	248	335	415	286	330	225	245	101	350	640	608	127	618	1274	738	564	1560	1588	1145	2252	1693	2253
AT5G47120.1	1102	3224	1907	1794	1492	1787	1489	1661	1162	10063	5754	7588	1016	3762	7456	3717	730	3463	2404	2176	1915	1630	2103	1663	1380	1104	1252
AT5G47130.1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0
AT5G47140.1	4	21	9	13	18	7	8	7	4	149	94	103	23	105	160	87	25	80	107	70	77	78	103	80	70	47	83
AT5G47150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2
AT5G47160.1	10	92	29	90	82	63	120	145	96	83	62	53	22	79	138	70	20	97	96	116	93	91	114	52	74	40	65
AT5G47170.1	0	4	10	5	7	5	2	4	5	16	11	15	1	13	22	9	3	16	9	8	9	22	19	13	8	12	15
AT5G47175.1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47180.1	3	7	6	9	4	1	7	11	15	37	31	38	8	31	64	32	7	31	44	37	36	26	27	30	31	20	24
AT5G47190.1	67	64	23	95	83	79	190	227	169	73	52	66	48	149	338	438	101	615	1257	419	383	949	887	787	1419	1150	1537
AT5G47200.1	334	835	462	590	444	545	467	512	413	2250	1298	1952	376	1533	2980	1224	224	1105	716	536	470	637	682	538	645	482	518
AT5G47210.1	1863	6868	3342	5640	4667	4484	5124	4820	4124	9479	6818	7712	2884	10710	18748	13885	2522	14497	13530	12197	10581	18447	19087	13037	17921	13020	14873
AT5G47220.1	31	302	161	234	185	225	121	125	93	414	302	386	44	201	360	169	22	131	318	305	295	218	456	264	137	119	131
AT5G47229.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47230.1	2	37	7	12	16	20	13	7	16	117	15	141	16	73	174	56	10	35	70	51	65	40	71	66	68	91	67
AT5G47240.1	2	6	5	17	7	13	28	41	28	0	1	2	0	6	2	5	1	8	52	7	1	3	4	3	10	14	22
AT5G47250.1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	3	26	0	0	0	0	0	2	0	2
AT5G47260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47280.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47290.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47306.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47310.1	79	208	118	181	163	170	188	188	158	425	305	353	89	349	788	431	94	431	571	478	372	594	624	505	551	421	561
AT5G47320.1	184	769	386	548	417	471	599	606	489	928	653	801	247	873	1692	1128	227	1243	1322	1061	859	1341	1492	1113	1379	1134	1329
AT5G47330.1	6	2	1	3	1	3	3	0	2	0	0	0	0	0	0	1	0	1	16	1	0	5	15	8	6	17	59
AT5G47340.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
AT5G47350.1	0	3	0	2	3	2	1	4	3	4	7	4	2	3	10	5	0	6	5	4	4	10	10	9	3	9	10
AT5G47360.1	3	25	14	17	16	11	20	16	15	49	31	40	16	56	98	73	10	72	49	56	56	63	113	60	67	74	74
AT5G47370.1	7	6	3	10	12	16	30	13	17	9	7	7	3	13	16	27	3	24	57	40	29	91	77	90	195	136	195
AT5G47380.1	0	0	0	0	0	2	0	1	0	24	13	20	4	27	32	49	10	39	38	11	17	64	55	23	53	38	35
AT5G47390.1	92	550	254	385	352	382	457	523	388	459	328	390	56	286	540	254	44	250	321	309	230	354	384	265	234	195	244
AT5G47400.1	172	1064	511	655	566	587	744	752	591	323	230	226	73	318	422	322	83	372	370	387	356	407	512	260	315	205	213
AT5G47420.1	27	87	39	66	71	70	109	123	98	147	81	109	11	64	112	76	9	60	168	123	101	114	121	64	95	69	83
AT5G47430.1	836	3680	1570	1663	1731	1701	2000	2037	1820	1926	1503	1646	337	1810	2522	1066	249	1345	1170	1051	1048	1252	1553	941	1054	608	693
AT5G47435.2	108	221	150	197	175	194	155	186	160	366	295	326	102	392	838	548	112	572	757	623	435	887	847	742	1023	781	1032
AT5G47440.1	5	12	12	27	20	12	13	15	18	25	12	11	7	18	50	42	10	39	40	45	44	92	52	47	71	57	74
AT5G47450.1	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
AT5G47455.4	28	103	52	67	68	54	40	54	44	173	116	116	48	166	276	218	48	264	268	212	173	399	379	257	317	241	253
AT5G47460.1	4	30	15	12	20	18	28	30	24	47	56	49	11	59	96	79	15	75	93	113	79	144	127	80	87	80	85
AT5G47470.1	0	6	1	3	2	0	0	2	6	4	2	2	2	1	10	1	0	3	10	2	2	3	11	6	10	0	1
AT5G47480.1	311	2025	730	1153	1281	1199	1380	1503	1255	1599	1360	1370	233	1577	1984	698	254	1146	1284	1294	1449	1673	1728	976	1248	522	726
AT5G47490.1	38	249	74	111	106	120	128	163	153	240	204	197	43	258	314	101	37	184	358	349	371	463	539	295	336	186	250
AT5G47500.1	2	2	0	1	1	0	2	0	0	0	0	0	0	3	12	0	0	34	569	0	0	0	4	15	2	0	0
AT5G47510.1	36	121	36	69	69	65	73	74	60	54	62	57	10	55	94	54	13	107	123	118	120	136	144	105	107	66	108
AT5G47520.1	77	257	175	168	170	161	204	195	153	288	196	226	54	202	410	212	46	191	371	345	246	298	328	258	266	215	287
AT5G47530.1	1	10	7	15	7	6	14	16	13	25	17	12	6	18	26	18	1	26	24	14	16	16	25	15	16	16	13
AT5G47540.1	137	360	153	259	315	261	446	414	320	544	454	516	144	602	1016	610	157	770	582	559	526	772	805	603	687	436	537
AT5G47550.1	67	620	361	791	653	806	1239	1255	1077	620	383	491	140	502	1124	1308	238	1112	1601	1459	1197	690	694	695	776	810	791
AT5G47560.1	12	85	43	87	86	110	114	82	156	51	30	36	14	87	132	146	24	154	112	113	124	84	107	62	127	91	170
AT5G47570.1	387	818	526	624	530	585	659	691	521	879	590	719	251	689	1610	1008	177	1062	2453	2073	1496	1721	1774	1595	1646	1786	1862
AT5G47580.1	21	161	79	121	125	90	120	137	110	153	151	138	47	221	382	245	44	236	353	375	373	322	348	263	267	173	192
AT5G47590.1	0	0	0	1	0	13	4	1	10	1	0	2	0	1	0	1	1	0	5	4	2	2	2	0	4	0	1
AT5G47600.1	1	0	3	0	0	1	3	1	2	6	1	0	0	1	10	7	0	6	8	6	4	8	9	4	16	11	16
AT5G47610.1	2	25	8	25	19	21	56	90	55	5	2	3	3	9	28	39	13	68	75	70	62	42	35	38	66	44	55
AT5G47620.4	73	415	216	340	348	383	364	418	364	1178	937	1142	241	889	2004	984	197	868	880	873	596	788	789	702	766	492	694
AT5G47630.1	9	31	28	29	8	12	13	20	17	52	37	47	25	37	104	107	23	146	248	177	125	241	256	236	288	327	333
AT5G47635.1	2	3	6	1	0	2	1	1	3	5	3	2	1	1	2	2	1	2	11	9	2	5	8	7	8	6	13
AT5G47640.1	4	44	28	36	28	29	23	22	37	57	62	81	4	45	34	31	6	32	106	47	33	38	50	36	30	23	29
AT5G47650.1	153	562	254	354	291	308	292	331	259	279	233	258	34	250	464	202	34	254	218	252	180	198	226	156	146	109	137
AT5G47660.1	99	617	323	402	362	354	414	394	336	477	327	410	101	506	772	383	57	365	515	556	453	486	624	419	406	278	289
AT5G47670.1	6	45	22	31	16	18	25	22	16	24	17	8	2	19	26	7	2	10	9	4	9	6	11	10	9	2	6
AT5G47680.1	189	888	580	733	542	551	686	693	520	1495	867	1142	316	1107	2342	1370	232	1221	1248	1200	919	1211	1405	1199	1283	1236	1347
