ATH	Elevated_LI_1	Elevated_LI_3	Elevated_LI_2	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Elevated_DS_1	Elevated_DS_3	Elevated_DS_2	Low_LI_1	Low_LI_2	Low_LI_3	Low_EI_3	Low_EI_1	Low_EI_2	Low_DS_1	Low_DS_3	Low_DS_2	Medium_LI_1	Medium_LI_2	Medium_LI_3	Medium_EI_2	Medium_EI_1	Medium_EI_3	Medium_DS_1	Medium_DS_3	Medium_DS_2
AT5G08300.1	1117	846	789	883	172	909	302	274	301	903	664	664	727	986	621	140	189	311	1183	1120	772	901	220	1392	311	280	230
AT5G08305.1	120	103	80	116	26	117	56	51	71	140	147	118	98	140	109	17	59	121	141	136	130	121	31	198	97	68	76
AT5G08310.1	83	78	83	67	13	97	40	34	49	103	111	130	39	35	41	3	21	29	148	154	95	66	19	76	40	25	32
AT5G08315.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G08320.1	268	233	236	419	62	389	388	366	440	372	288	242	473	572	320	231	445	750	274	273	264	433	147	850	541	432	397
AT5G08330.1	88	78	52	66	17	91	31	20	31	163	85	58	15	46	21	2	14	34	118	127	90	66	21	132	29	32	24
AT5G08335.1	114	90	88	155	34	153	95	60	92	132	137	115	152	208	117	11	46	105	156	155	99	143	46	224	105	65	83
AT5G08340.1	140	121	88	131	17	104	125	104	150	107	117	98	126	131	88	31	57	116	146	131	101	103	26	230	88	93	86
AT5G08350.1	26	20	27	4	2	6	3	4	5	7	7	7	9	5	5	1	3	12	16	18	10	5	1	0	3	2	4
AT5G08360.1	61	42	44	32	6	60	38	30	31	76	85	62	51	62	39	21	34	73	69	76	68	56	17	90	47	35	41
AT5G08370.1	10	15	19	6	0	9	3	4	5	76	15	5	6	2	0	8	3	4	31	25	15	4	1	8	3	4	5
AT5G08380.1	1391	1306	1041	345	81	323	431	357	517	1184	1190	967	36	34	20	36	37	72	1065	1117	954	105	24	170	155	144	160
AT5G08390.1	438	441	347	292	58	318	166	144	166	419	326	257	170	193	147	39	90	153	520	479	332	213	55	354	156	120	120
AT5G08391.1	24	21	24	4	0	4	0	0	0	10	8	4	1	1	0	0	1	0	32	21	12	3	0	2	2	0	2
AT5G08400.1	1101	1141	949	784	136	806	435	343	440	856	717	558	415	488	353	154	233	429	1000	1032	825	491	132	1136	431	355	342
AT5G08410.1	196	184	171	268	38	272	299	257	331	355	186	152	293	344	231	63	269	459	174	220	169	198	67	470	275	284	240
AT5G08415.1	180	164	145	144	29	191	116	88	146	213	143	117	126	104	91	72	81	144	230	249	164	148	43	268	95	120	137
AT5G08420.1	2169	1790	1434	1922	435	2296	1451	1221	1426	1805	1743	1431	1270	1517	1046	491	544	1093	2389	2574	1778	1780	455	3220	907	909	944
AT5G08430.1	600	488	379	403	98	499	731	616	823	947	1026	745	470	617	404	247	588	1240	738	854	539	426	130	680	743	758	736
AT5G08440.2	390	290	210	291	96	418	247	230	310	388	435	322	392	404	294	109	128	349	485	510	381	454	85	760	214	218	218
AT5G08450.1	1155	729	611	822	221	1126	1130	938	1082	1136	1049	1144	829	1036	885	368	668	1728	1365	1652	927	1283	219	1480	1077	939	1074
AT5G08460.1	1	4	5	2	0	1	9	3	8	6	11	2	2	2	3	1	4	15	9	7	1	3	1	8	6	2	4
AT5G08470.1	1537	1017	801	956	244	1274	1866	1587	1862	1447	1442	1523	1192	1353	1214	650	1074	2366	1958	2070	1218	1494	236	2138	1349	1412	1422
AT5G08480.2	22	20	28	14	4	13	9	9	8	50	29	24	16	19	10	0	5	18	43	55	38	19	5	20	12	7	5
AT5G08490.1	99	75	50	30	7	51	21	14	21	89	114	94	45	44	30	2	11	31	139	149	84	53	11	66	20	9	9
AT5G08500.1	974	718	608	1208	266	1419	892	806	951	1026	1104	896	857	1123	752	288	451	1016	1138	1254	921	1317	271	2040	673	642	655
AT5G08505.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AT5G08510.1	143	144	108	139	25	146	70	53	71	184	151	140	146	142	111	18	75	104	205	200	107	111	33	190	68	62	57
AT5G08520.1	463	368	273	381	83	439	761	578	792	590	509	498	468	553	379	144	431	992	561	613	365	563	92	720	639	603	596
AT5G08530.1	1969	1550	1318	1376	308	1402	1485	1227	1567	1990	1401	1332	1512	2020	1319	439	1161	2286	2048	2094	1330	1565	355	2432	1362	1236	1222
AT5G08535.1	217	207	178	394	50	368	417	369	444	321	293	186	618	716	399	180	361	607	261	300	215	419	117	956	453	362	366
AT5G08540.1	1530	1445	1161	1404	262	1560	1422	1163	1518	1238	966	827	984	1207	871	474	842	1653	1447	1579	1066	1362	343	2466	1241	1030	1028
AT5G08550.1	787	584	500	848	164	949	1162	1124	1215	880	840	782	1163	1421	1100	366	850	2000	954	1075	650	1335	309	1996	1053	955	1019
AT5G08560.1	1591	1078	869	1510	380	1863	2277	2008	2264	1363	1440	1351	1459	1918	1313	558	1437	3344	1822	2007	1173	1913	381	2630	2051	1961	1863
AT5G08565.1	110	110	90	103	17	103	28	29	38	92	67	62	94	103	76	46	62	124	106	95	92	88	32	202	45	59	45
AT5G08570.1	2208	1726	1435	1446	289	1595	1453	1211	1567	2214	1928	1825	1043	1408	990	340	918	1828	2188	2212	1556	1313	352	2202	1208	1108	1183
AT5G08580.1	501	365	341	315	63	403	180	147	253	444	397	310	227	329	238	115	155	311	519	501	370	316	67	470	198	202	160
AT5G08590.1	1103	941	824	482	103	536	168	140	165	762	644	601	261	333	246	110	126	233	996	1009	704	369	79	696	120	136	116
AT5G08600.2	426	347	324	182	40	300	91	74	93	53	38	28	4	8	7	0	3	2	158	145	85	28	12	44	5	11	9
AT5G08610.1	4644	4010	2941	2642	567	2874	1672	1368	1616	3878	3513	3073	1607	1913	1558	533	1024	2081	4644	5519	3628	2241	533	3502	1224	1190	1281
AT5G08620.1	1426	1343	951	1098	240	1154	493	399	534	1274	1217	1007	597	671	550	200	267	577	1665	1683	1311	883	193	1594	432	386	470
AT5G08630.1	305	228	224	228	50	218	313	288	330	286	259	211	307	346	270	109	204	489	293	408	228	339	51	500	314	265	303
AT5G08640.1	27	21	22	2	1	24	4	7	2	277	21	23	8	9	13	0	1	6	41	32	35	4	3	6	3	1	3
AT5G08650.1	894	744	577	526	136	614	502	413	598	928	650	502	272	324	237	241	249	606	859	949	609	442	97	790	425	427	420
AT5G08660.1	402	272	231	451	91	504	458	408	497	477	530	472	475	594	384	129	196	440	464	591	356	523	109	856	372	376	332
AT5G08670.1	6637	4838	4174	2473	594	2933	2116	1810	2194	5062	4284	4530	1386	2070	1492	739	1156	2777	6640	6464	4037	2421	554	3276	1775	1473	1498
AT5G08680.1	2968	1907	1705	1539	342	1842	939	780	916	2678	2127	2168	1075	1502	1122	309	506	1152	3032	3231	1751	1752	326	2053	833	737	692
AT5G08690.1	6337	4617	4135	2424	545	2881	1453	1188	1451	5306	4007	3996	1327	1957	1342	439	786	1750	6385	6439	3761	2256	505	2799	1197	1087	1039
AT5G08695.1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
AT5G08710.1	178	173	138	71	19	117	68	50	76	260	183	162	68	105	79	22	35	64	198	220	169	108	17	172	63	38	58
AT5G08720.1	191	171	130	88	18	108	139	109	164	225	199	150	57	53	45	21	30	93	219	235	143	78	12	140	80	60	75
AT5G08730.1	4	1	0	4	0	4	0	2	3	3	2	4	2	1	4	0	1	0	4	13	4	3	1	4	0	1	1
AT5G08740.1	276	224	204	184	50	238	89	68	65	323	201	213	102	113	117	32	54	139	339	343	248	161	48	238	86	73	69
AT5G08750.3	425	447	300	338	65	327	225	205	248	476	473	366	313	378	244	39	103	268	550	556	424	287	70	624	216	180	167
AT5G08760.1	3	40	13	2	0	5	3	3	0	15	3	3	3	8	0	1	5	0	6	2	2	7	0	0	3	2	1
AT5G08770.1	74	55	40	73	20	82	63	51	75	77	59	69	88	136	82	11	48	65	87	111	68	132	23	160	59	55	59
AT5G08780.1	363	325	309	443	84	471	412	418	475	401	378	327	436	499	332	74	209	402	456	577	329	474	112	804	320	299	296
AT5G08790.1	559	391	388	1951	295	1394	1206	1127	1423	1373	1541	1370	4117	4266	2523	598	1407	2687	890	1736	1065	2813	720	5992	1599	1527	1382
AT5G09210.1	7	5	6	10	0	25	12	14	17	9	11	9	6	13	8	1	3	17	11	15	5	17	4	12	7	3	9
AT5G09220.1	2	54	6	0	0	13	0	2	1	228	1	1	0	1	3	2	0	0	0	4	11	2	1	2	1	1	1
AT5G09225.1	503	543	499	481	88	470	590	498	775	659	543	440	525	593	385	355	575	1120	530	525	492	441	123	920	711	568	529
AT5G09230.7	86	89	57	70	13	96	105	103	115	131	94	92	146	150	100	34	61	115	111	133	91	110	22	202	73	71	66
AT5G09240.2	108	105	100	71	13	59	67	68	74	98	101	47	35	61	36	62	103	136	82	130	107	61	13	127	102	84	70
AT5G09250.1	683	703	610	984	185	1000	1311	1097	1347	1216	1126	818	866	1077	679	793	1309	2325	889	1021	808	898	269	1974	1756	1415	1276
AT5G09260.1	216	208	166	182	46	165	170	129	162	236	200	186	189	237	171	109	186	320	206	223	205	149	53	364	174	153	152
AT5G09270.1	563	640	531	667	113	603	217	171	272	566	522	368	573	576	403	106	244	480	647	700	568	437	143	1092	303	293	249
AT5G09280.1	34	42	25	30	3	28	24	21	22	28	28	15	16	27	18	12	18	67	26	37	23	18	6	46	35	27	16
AT5G09290.1	20	19	19	12	4	21	18	21	15	24	14	15	6	18	10	5	14	15	20	30	13	16	2	10	9	11	10
AT5G09300.1	426	373	337	210	57	296	68	79	103	325	294	243	139	147	114	37	35	101	484	458	302	200	38	342	92	88	69
AT5G09310.1	296	320	274	268	48	284	194	170	221	431	339	314	200	246	172	74	171	391	342	393	285	212	58	364	220	171	157
AT5G09320.1	196	169	140	131	28	160	61	41	60	181	176	126	52	73	59	17	56	80	195	196	152	131	29	182	61	54	48
AT5G09330.1	1813	1193	852	1580	431	2405	1137	904	1123	1403	1370	1508	2003	2366	1948	321	783	1990	2252	2477	1352	2706	461	3228	961	996	1018
AT5G09340.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09350.1	161	85	96	52	18	83	49	38	38	122	121	105	44	39	26	7	15	27	198	229	130	60	9	84	23	22	21
AT5G09360.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09370.1	2	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0
AT5G09380.1	186	179	143	150	18	153	33	23	23	115	115	98	107	110	84	10	6	16	217	203	154	128	40	194	13	20	20
AT5G09390.1	924	815	664	1622	326	1672	2042	1582	1942	1455	1355	1073	2455	2884	1838	1134	1576	3025	1177	1328	974	1883	467	3600	1867	1791	1623
AT5G09400.1	703	486	389	739	183	905	704	636	827	734	737	733	741	973	709	208	540	1211	930	913	594	957	187	1494	749	675	672
AT5G09410.3	437	318	263	406	105	541	557	491	561	481	389	391	534	613	426	179	340	726	653	709	347	632	105	936	446	458	499
AT5G09420.1	289	188	171	353	100	455	155	119	137	402	331	331	291	389	298	118	154	385	496	485	290	435	92	586	221	179	181
AT5G09430.1	7	3	4	3	0	1	6	6	8	2	3	3	1	5	1	5	4	12	8	1	2	0	0	4	4	13	2
AT5G09440.1	14	34	22	6	0	6	7	16	6	41	8	5	1	2	0	4	0	3	20	14	10	1	1	0	3	16	2
AT5G09445.1	200	276	172	189	27	180	56	67	80	228	250	174	237	312	170	9	37	62	276	300	219	155	53	370	61	51	44
AT5G09450.1	761	648	606	770	165	803	361	305	438	679	697	541	502	600	407	68	230	388	844	852	665	639	175	1328	363	289	310
AT5G09460.1	404	296	262	189	42	221	41	34	48	466	187	159	56	84	38	8	20	68	356	393	246	136	46	200	38	49	39
AT5G09461.1	404	296	262	189	42	221	41	34	48	466	187	159	56	84	38	8	20	68	356	393	246	136	46	200	38	49	39
AT5G09462.1	404	296	262	189	42	221	41	34	48	466	187	159	56	84	38	8	20	68	356	393	246	136	46	200	38	49	39
AT5G09463.1	404	296	262	189	42	221	41	34	48	466	187	159	56	84	38	8	20	68	356	393	246	136	46	200	38	49	39
AT5G09470.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09480.1	0	0	0	1	0	0	0	0	0	3	0	0	0	2	1	0	1	0	0	0	2	0	1	0	1	5	2
AT5G09490.1	0	77	80	50	9	57	0	0	0	66	0	42	0	48	0	0	0	0	88	79	59	0	0	0	17	0	0
AT5G09500.1	304	310	279	190	28	217	31	44	49	260	181	180	99	130	68	33	40	51	295	351	227	119	50	217	48	43	42
AT5G09510.1	7095	7272	6118	4088	754	4530	1084	894	1105	5289	4328	3631	1971	2566	1549	387	779	1297	6654	7138	5549	2748	896	5706	1269	953	923
AT5G09520.1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	2	2	0	0	0	0	0	1	0
AT5G09530.1	6	12	10	2	0	4	8	6	5	15	7	10	6	5	6	3	14	21	14	14	13	4	1	2	16	8	10
AT5G09540.1	50	42	29	52	12	50	85	64	88	93	101	94	30	56	37	10	33	66	65	67	54	42	4	88	55	47	54
AT5G09550.1	0	0	0	0	0	0	0	22	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
AT5G09560.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09570.1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G09580.1	131	154	126	141	27	178	46	40	39	172	122	141	80	95	75	13	19	40	195	195	141	91	33	196	35	34	41
AT5G09590.1	4933	3202	2858	8055	1796	9021	6412	5340	6460	7528	6282	6808	11583	16926	11640	1404	3812	7858	6196	7249	4582	13024	2778	17095	5086	4830	4892
AT5G09600.1	2666	2265	2081	1787	379	1926	1551	1342	1813	2461	2219	1859	1287	1660	1030	423	886	1857	2487	2732	1979	1714	444	2843	1412	1042	1032
AT5G09610.1	1	0	0	10	0	13	9	8	2	0	0	1	8	8	4	1	4	2	0	4	3	43	5	16	3	3	0
AT5G09620.1	887	659	523	947	199	1043	552	403	593	728	657	689	967	1077	851	68	189	526	985	1004	716	989	191	1430	300	361	402
AT5G09630.1	135	141	127	106	20	98	76	72	88	158	128	86	127	131	81	5	24	30	143	141	120	97	19	146	72	49	44
AT5G09640.1	419	398	333	314	80	359	493	449	600	711	642	562	134	169	145	175	163	433	487	519	393	202	51	402	259	281	303
AT5G09650.1	1040	1079	953	433	81	539	51	37	43	1028	326	293	132	169	101	36	10	35	929	910	745	214	69	422	35	42	38
AT5G09660.4	192	424	193	24	3	62	10	10	14	756	34	29	9	8	7	18	1	10	74	52	56	5	2	12	2	6	6
AT5G09670.2	22	32	20	22	6	27	4	8	10	138	36	39	11	15	14	4	4	9	33	33	26	15	4	14	3	6	4
AT5G09672.1	22	32	20	22	6	27	4	8	10	138	36	39	11	15	14	4	4	9	33	33	26	15	4	14	3	6	4
AT5G09680.1	127	153	121	146	27	170	96	94	108	141	143	89	185	263	148	24	68	97	170	162	106	161	55	290	79	90	93
AT5G09690.2	71	62	43	47	14	64	84	59	79	79	87	59	43	35	29	8	9	20	78	129	47	42	18	50	28	21	33
AT5G09700.1	3	2	2	1	0	2	0	0	2	3	2	4	3	0	1	0	0	2	6	1	3	2	1	0	2	0	0
AT5G09710.1	1	2	2	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1
AT5G09711.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09720.1	3	4	0	2	0	0	3	0	5	4	3	0	4	0	2	0	0	6	4	5	1	2	1	4	0	0	0
AT5G09730.1	2	2	1	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT5G09740.1	187	155	133	136	21	135	253	212	254	267	233	228	173	248	142	69	103	230	243	290	173	176	53	262	171	159	147
AT5G09750.1	3	2	1	2	0	2	0	0	0	2	3	2	1	5	0	2	0	0	1	4	3	2	0	2	2	1	0
AT5G09760.1	267	194	186	96	18	108	376	327	397	179	122	103	81	81	58	18	85	114	239	222	153	82	19	136	158	172	159
AT5G09770.1	1277	1475	1228	759	158	849	401	314	471	1001	889	683	266	285	261	166	183	358	1343	1362	1150	444	156	934	380	297	343
AT5G09780.1	10	5	7	2	0	0	0	2	1	18	18	12	0	0	1	0	0	2	7	11	6	0	1	0	0	1	1
AT5G09790.2	116	119	74	52	11	51	60	43	61	103	104	83	54	53	34	2	14	34	154	166	116	54	18	128	39	37	33
AT5G09800.1	123	100	97	177	35	150	177	167	178	150	153	102	186	224	112	22	72	158	112	98	103	166	48	414	230	208	190
AT5G09805.1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09810.1	9974	7861	6587	10860	2111	10962	5769	4761	6332	9935	8842	7458	8304	10744	7661	1753	3712	8838	10463	10343	7519	10344	2434	17420	5860	4932	4817
AT5G09820.2	36	26	29	12	1	15	5	7	1	71	11	7	6	2	3	1	0	0	29	33	19	5	1	16	2	1	3
AT5G09830.1	344	418	402	447	84	521	302	229	288	559	461	333	423	462	350	65	301	478	395	417	394	316	80	744	321	270	246
AT5G09840.1	549	311	292	500	125	646	131	128	135	485	437	431	248	374	266	23	96	241	695	807	471	492	118	710	168	135	152
AT5G09850.1	485	363	318	323	53	322	80	57	85	362	295	231	210	287	176	34	48	93	510	538	320	310	70	466	94	91	78
AT5G09860.1	688	489	385	506	101	628	337	310	336	666	567	507	346	451	313	139	239	509	677	780	560	460	98	726	289	307	295
AT5G09870.1	135	217	111	68	17	108	31	30	31	657	143	141	38	40	30	8	14	50	188	198	149	71	16	96	34	37	28
AT5G09876.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
AT5G09880.1	1251	731	704	864	303	1335	1352	1141	1191	1083	987	924	1070	1664	907	703	841	1948	1568	2221	915	1679	376	1898	1103	1053	1079
AT5G09890.2	389	289	287	344	76	391	329	279	344	386	348	304	452	530	343	130	165	354	405	446	351	406	102	740	246	251	236
AT5G09900.3	2654	2223	1909	3828	751	4070	2013	1509	2142	2297	1955	1698	4260	5415	3545	1118	1539	3288	2636	2663	2087	3556	955	6980	1897	1662	1587
AT5G09910.1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09920.1	1916	1969	1777	2947	502	3021	1318	1023	1381	2516	2086	1506	2117	2360	1692	859	1368	2269	1845	2164	1987	1766	634	4204	1673	1396	1190
AT5G09930.1	3	1	1	0	1	3	3	3	5	5	1	2	2	3	1	0	2	4	1	0	2	3	0	2	0	2	2
AT5G09940.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AT5G09950.1	97	75	73	40	14	64	57	48	63	122	120	121	40	47	47	13	54	146	136	173	75	55	12	82	74	62	63
AT5G09960.1	144	143	115	131	31	171	17	16	26	107	85	51	125	143	80	8	22	36	114	149	97	146	45	304	18	20	19
AT5G09970.1	950	638	579	878	169	818	1102	1118	1101	692	612	558	584	950	689	336	1219	2465	852	785	555	983	254	1506	1501	1303	1181
AT5G09976.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09978.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT5G09980.1	420	429	423	251	41	239	85	80	95	258	238	149	95	120	91	22	32	60	309	351	276	117	49	274	70	67	70
AT5G09990.1	301	344	283	1015	198	1012	494	497	585	804	633	514	597	838	622	204	461	731	369	462	387	635	257	1634	633	542	502
AT5G09995.2	165	166	133	44	12	44	26	28	29	162	93	81	27	24	31	10	17	28	135	148	110	34	7	62	15	22	16
AT5G10000.1	200	238	174	720	106	559	518	415	514	638	549	395	349	399	324	33	175	359	243	261	309	350	90	720	372	400	425
AT5G10010.1	1594	1307	1192	1748	342	1734	1033	888	979	1482	1276	1114	1703	2144	1444	595	886	1542	1625	2037	1294	1881	525	3300	975	860	860
AT5G10020.1	266	142	133	95	20	145	31	35	31	236	160	181	45	89	77	8	14	61	339	349	178	116	31	164	21	28	39
AT5G10030.1	642	511	428	703	161	818	867	687	754	791	773	649	853	1127	700	264	469	933	935	1045	630	900	223	1576	743	676	647
AT5G10040.1	1	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
AT5G10050.1	261	338	219	161	30	181	86	80	116	297	241	198	77	97	69	13	32	66	267	271	211	109	32	226	53	59	53
AT5G10060.1	585	360	306	371	105	590	765	636	738	601	566	484	386	468	344	173	356	876	779	856	472	620	125	780	644	577	615
AT5G10070.2	600	600	478	828	165	919	720	660	844	956	689	705	1364	1242	1012	732	824	1657	785	847	701	839	237	1786	909	994	1085
AT5G10080.1	227	166	97	35	11	65	35	36	43	205	190	139	9	8	10	24	11	31	250	265	184	28	8	26	35	26	44
AT5G10090.1	9	9	4	10	2	12	4	8	10	12	4	5	10	10	8	1	4	24	11	12	8	9	1	20	6	11	6
AT5G10100.1	0	1	0	0	0	1	0	1	0	3	0	2	0	0	0	1	0	0	1	1	2	0	0	0	0	1	0
AT5G10110.1	132	134	118	113	25	125	99	61	107	138	117	99	90	112	91	50	78	128	162	135	113	94	25	148	75	62	71
AT5G10120.1	4105	3770	2766	6065	1077	5537	1249	1271	1438	2869	2611	2224	6278	9146	6064	28	179	267	4730	4800	3319	5198	1480	9894	429	409	400
AT5G10130.1	73	84	58	56	12	33	33	27	31	100	58	47	26	46	24	5	15	6	78	102	73	31	10	80	25	20	20
AT5G10140.1	952	985	841	867	156	895	1050	806	1149	2044	1958	1366	1177	1393	1043	1215	1693	3174	1478	1565	1249	956	277	2208	1668	1423	1405
AT5G10150.1	30	25	23	21	3	28	3	1	2	26	11	6	6	9	10	0	1	2	21	25	13	12	3	36	0	0	1
AT5G10160.1	200	227	150	47	7	76	23	25	25	253	67	64	31	46	28	12	10	9	192	171	118	44	16	94	15	20	12
AT5G10170.1	5	7	4	1	0	10	0	2	0	101	2	2	2	1	1	5	1	9	5	6	8	3	0	2	1	2	1
AT5G10180.1	1	31	5	0	0	20	0	0	0	364	0	0	0	0	3	0	0	0	0	2	11	1	0	2	0	1	0
AT5G10190.1	94	59	47	161	34	167	248	238	341	154	96	118	233	349	219	48	107	295	108	95	81	205	46	316	197	175	175
AT5G10200.1	234	203	199	133	31	167	74	55	87	264	196	223	94	112	105	7	34	61	295	367	207	126	37	216	66	59	80
AT5G10210.1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	1
AT5G10220.1	0	0	0	0	0	2	2	6	1	1	0	0	1	1	2	0	2	1	1	0	1	0	0	0	0	1	1
AT5G10230.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT5G10240.1	1092	842	814	278	55	378	103	78	123	551	409	348	114	111	81	49	53	137	1012	1082	676	229	53	310	94	105	78
AT5G10250.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G10260.1	0	5	2	0	0	1	0	5	1	8	1	0	0	1	1	2	2	0	2	1	0	2	0	0	0	1	3
AT5G10270.1	291	227	199	343	74	355	442	389	484	337	265	311	417	454	336	201	214	504	423	437	266	459	82	668	321	385	362
AT5G10280.1	24	17	13	5	1	11	0	0	0	9	4	5	1	2	1	0	0	1	36	30	8	6	1	10	2	1	1
AT5G10290.1	291	192	195	155	39	193	96	77	121	363	259	273	87	120	85	14	60	112	321	405	231	124	37	188	57	65	81
AT5G10300.1	1296	909	857	3443	601	3262	2535	2341	2649	1623	1405	1295	3073	4550	2793	403	1019	1776	1325	1559	1102	2752	702	5032	1693	1372	1371
AT5G10310.1	13	11	9	2	1	3	0	0	0	14	4	1	0	1	0	0	1	1	8	9	8	1	0	2	0	0	0
AT5G10320.1	130	103	76	86	14	98	49	45	46	112	92	63	36	31	26	5	6	8	120	119	86	63	13	114	13	16	29
AT5G10330.1	190	189	149	53	9	87	28	22	34	199	129	111	25	25	30	8	10	35	247	203	142	46	14	64	30	24	29
AT5G10336.1	14	7	4	7	3	8	3	8	10	13	7	4	11	6	6	0	2	1	6	4	6	14	4	18	5	7	4
AT5G10340.1	26	24	39	137	9	117	500	422	653	45	27	35	186	208	142	89	418	866	30	44	51	126	36	295	465	458	627
AT5G10350.1	1048	1079	909	1209	227	1223	886	646	808	848	744	579	826	944	663	354	485	976	1130	1281	843	909	216	1903	739	663	623
AT5G10360.1	13305	13151	11318	8723	1596	8783	2236	1858	2439	8992	7911	6413	4464	5509	3669	599	969	1889	12333	12489	9871	5948	1783	11970	1946	1605	1613
AT5G10370.1	390	282	244	365	89	490	770	688	925	569	586	675	344	445	356	155	624	1463	577	715	395	484	88	629	885	739	772
AT5G10380.1	23	125	40	24	6	30	54	40	63	62	22	29	16	18	12	5	15	34	25	32	22	14	5	48	42	33	31
AT5G10390.1	268	240	223	91	14	90	39	27	43	229	125	115	55	103	58	20	108	132	151	180	149	57	18	129	88	57	66
AT5G10400.1	494	538	520	163	26	177	95	65	112	515	272	205	86	119	57	40	87	141	303	350	303	87	31	222	122	83	84
AT5G10410.1	0	13	5	3	0	4	0	2	2	8	1	2	1	2	0	0	0	2	2	3	1	1	0	8	0	1	1
AT5G10420.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G10430.1	33	20	19	23	2	20	7	8	8	59	8	8	11	13	6	12	7	12	32	21	16	19	7	30	7	8	11
AT5G10440.1	13	11	10	7	0	9	0	0	0	12	1	6	3	4	0	3	0	2	8	11	6	6	1	4	0	0	0
AT5G10450.4	2026	2277	1839	2571	436	2177	2285	1828	2461	2723	2015	1744	2211	2455	1615	1044	1807	3551	2194	2155	1942	2162	589	4662	2460	2122	2228
AT5G10460.1	127	114	113	85	16	94	51	33	46	122	92	58	54	54	38	9	17	49	155	134	113	83	12	154	42	41	30
AT5G10470.2	330	263	173	175	46	284	60	78	117	424	255	250	93	116	114	9	20	70	394	507	268	202	31	272	51	57	62
AT5G10480.3	449	369	338	285	77	356	219	165	242	483	243	302	155	249	169	143	88	228	487	497	348	285	52	496	172	147	130
AT5G10490.1	547	371	282	483	122	618	555	503	548	590	490	442	676	817	556	171	294	748	708	777	425	758	136	1112	480	489	480
AT5G10500.1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
AT5G10504.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G10510.3	2784	1837	1536	2095	558	2745	2539	2277	2616	3013	3329	3226	1584	2073	1635	538	1204	3249	3671	3957	2318	2436	504	3616	2398	2251	2337
AT5G10520.1	44	44	44	100	17	98	134	107	127	69	82	55	95	148	73	26	72	124	51	56	36	137	31	190	172	139	146
AT5G10530.1	59	31	38	10	4	25	18	14	14	39	31	15	7	7	6	1	10	17	61	71	24	20	4	18	11	7	4
AT5G10540.1	2507	1885	1574	1567	351	1750	2311	1993	2295	2763	2669	2214	1121	1541	1102	869	1499	3143	2928	3056	2072	1663	399	2600	2206	1878	1868
